"registro","iddispositivo","variable","valor","fecha"
"89","nodo_prueba_ADC","voltaje_LDR","2.52412587692","2018-05-28 23:27:51"
"90","nodo_prueba_ADC","voltaje_potenciometro","2.6510629238","2018-05-28 23:27:52"
"91","nodo_prueba_ADC","voltaje_LDR","1.31930665008","2018-05-28 23:27:53"
"92","nodo_prueba_ADC","voltaje_LDR","2.05829942921","2018-05-28 23:27:54"
"93","nodo_prueba_ADC","voltaje_LDR","1.47645252662","2018-05-28 23:27:55"
"94","nodo_prueba_ADC","voltaje_LDR","2.03461194451","2018-05-28 23:27:56"
"95","nodo_prueba_ADC","voltaje_LDR","2.08163167019","2018-05-28 23:27:59"
"96","nodo_prueba_ADC","voltaje_LDR","1.70907279361","2018-05-28 23:28:01"
"97","nodo_prueba_ADC","voltaje_LDR","1.32454470689","2018-05-28 23:28:03"
"98","nodo_prueba_ADC","voltaje_LDR","1.6302277601","2018-05-28 23:28:04"
"99","nodo_prueba_ADC","voltaje_LDR","2.59156496424","2018-05-28 23:28:05"
"100","nodo_prueba_ADC","voltaje_potenciometro","1.36998610139","2018-05-28 23:28:07"
"101","nodo_prueba_ADC","voltaje_LDR","1.52922350517","2018-05-28 23:28:08"
"102","nodo_prueba_ADC","voltaje_LDR","1.42189042829","2018-05-28 23:28:09"
"103","nodo_prueba_ADC","voltaje_LDR","1.33013741137","2018-05-28 23:28:10"
"104","nodo_prueba_ADC","voltaje_LDR","1.47505420149","2018-05-28 23:28:21"
"105","nodo_prueba_ADC","voltaje_LDR","1.35979787824","2018-05-28 23:28:25"
"106","nodo_prueba_ADC","voltaje_LDR","2.41000681043","2018-05-28 23:28:34"
"107","nodo_prueba_ADC","voltaje_potenciometro","3.65143342631","2018-05-28 23:28:36"
"108","nodo_prueba_ADC","voltaje_LDR","1.37968377825","2018-05-28 23:28:36"
"109","nodo_prueba_ADC","voltaje_LDR","1.51906925667","2018-05-28 23:28:51"
"110","nodo_prueba_ADC","voltaje_LDR","1.32366196199","2018-05-28 23:28:52"
"111","nodo_prueba_ADC","voltaje_LDR","1.50916475167","2018-05-28 23:29:18"
"112","nodo_prueba_ADC","voltaje_LDR","1.31570593306","2018-05-28 23:29:19"
"113","nodo_prueba_ADC","voltaje_potenciometro_externo","0.00311672724685","2018-05-28 23:29:20"
"114","nodo_prueba_ADC","voltaje_potenciometro_externo","0.00236988095878","2018-05-28 23:29:21"
"115","nodo_prueba_ADC","voltaje_potenciometro_externo","0.917191018723","2018-05-28 23:29:22"
"116","nodo_prueba_ADC","voltaje_potenciometro_externo","2.26421919635","2018-05-28 23:29:23"
"117","nodo_prueba_ADC","voltaje_LDR","2.08113516344","2018-05-28 23:29:27"
"118","nodo_prueba_ADC","voltaje_LDR","1.43617408707","2018-05-28 23:31:46"
"119","nodo_prueba_ADC","voltaje_LDR","2.29636398511","2018-05-28 23:31:48"
"120","nodo_prueba_ADC","voltaje_LDR","2.12467874583","2018-05-28 23:31:49"
"121","nodo_prueba_ADC","voltaje_LDR","2.44982569812","2018-05-28 23:31:50"
"122","nodo_prueba_ADC","voltaje_LDR","1.72446807915","2018-05-28 23:31:51"
"123","nodo_prueba_ADC","voltaje_LDR","1.32268742593","2018-05-28 23:31:51"
"124","nodo_prueba_ADC","voltaje_LDR","1.40316801109","2018-05-28 23:31:53"
"125","nodo_prueba_ADC","voltaje_LDR","2.09101225031","2018-05-28 23:31:55"
"126","nodo_prueba_ADC","voltaje_LDR","1.57747764319","2018-05-28 23:31:59"
"127","nodo_prueba_ADC","voltaje_LDR","1.97812282778","2018-05-28 23:32:01"
"128","nodo_prueba_ADC","voltaje_LDR","1.84107206357","2018-05-28 23:32:04"
"129","nodo_prueba_ADC","voltaje_LDR","1.6256304533","2018-05-28 23:32:05"
"130","nodo_prueba_ADC","voltaje_LDR","1.91715322937","2018-05-28 23:32:11"
"131","nodo_prueba_ADC","voltaje_LDR","2.05821717479","2018-05-28 23:32:14"
"132","nodo_prueba_ADC","voltaje_LDR","1.53287190591","2018-05-28 23:32:15"
"133","nodo_prueba_ADC","voltaje_LDR","1.64832552055","2018-05-28 23:32:29"
"134","nodo_prueba_ADC","voltaje_LDR","2.00840735536","2018-05-28 23:32:32"
"135","nodo_prueba_ADC","voltaje_LDR","1.60141725557","2018-05-28 23:32:34"
"136","nodo_prueba_ADC","voltaje_potenciometro_externo","0.00200986886142","2018-05-28 23:32:34"
"137","nodo_prueba_ADC","voltaje_potenciometro_externo","0.117726936069","2018-05-28 23:32:36"
"138","nodo_prueba_ADC","voltaje_potenciometro_externo","1.8558945484","2018-05-28 23:32:38"
"139","nodo_prueba_ADC","voltaje_potenciometro_externo","3.70390995788","2018-05-28 23:32:42"
"140","nodo_prueba_ADC","voltaje_LDR","1.98681139789","2018-05-28 23:32:51"
"141","nodo_prueba_ADC","voltaje_potenciometro","3.61467166122","2018-05-29 04:00:43"
"142","nodo_prueba_ADC","voltaje_LDR","0.489519296827","2018-05-29 04:00:43"
"143","nodo_prueba_ADC","voltaje_potenciometro_externo","3.60414369156","2018-05-29 04:00:46"
"144","nodo_prueba_ADC","voltaje_sensor_corriente","2.5899884212","2018-05-29 04:00:47"
"145","nodo_prueba_ADC","voltaje_LDR","0.547279780779","2018-05-29 04:00:56"
"146","nodo_prueba_ADC","voltaje_LDR","0.645415263822","2018-05-29 04:00:57"
"147","nodo_prueba_ADC","voltaje_LDR","0.578410098363","2018-05-29 04:01:00"
"148","nodo_prueba_ADC","voltaje_LDR","0.557963914628","2018-05-29 04:01:10"
"149","nodo_prueba_ADC","voltaje_LDR","0.498111307396","2018-05-29 04:01:11"
"150","nodo_prueba_ADC","voltaje_potenciometro","3.61955328221","2018-05-29 04:02:42"
"151","nodo_prueba_ADC","voltaje_potenciometro_externo","3.615540101","2018-05-29 04:02:42"
"152","nodo_prueba_ADC","voltaje_sensor_corriente","2.58972735283","2018-05-29 04:02:42"
"153","nodo_prueba_ADC","voltaje_potenciometro_externo","1.42103688968","2018-05-29 04:03:06"
"154","nodo_prueba_ADC","voltaje_potenciometro_externo","0.785963032956","2018-05-29 04:03:08"
"155","nodo_prueba_ADC","voltaje_potenciometro_externo","1.02975917217","2018-05-29 04:03:29"
"156","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0876122817531","2018-05-29 04:03:30"
"157","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0705176675937","2018-05-29 04:03:32"
"158","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0430959514494","2018-05-29 04:03:34"
"159","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0375831171969","2018-05-29 04:03:35"
"160","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0400519418778","2018-05-29 04:03:36"
"161","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0585305760539","2018-05-29 04:03:38"
"162","nodo_prueba_ADC","voltaje_potenciometro_externo","0.30092958223","2018-05-29 04:03:39"
"163","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0347656053025","2018-05-29 04:03:41"
"164","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0382983730195","2018-05-29 04:03:42"
"165","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0383281753454","2018-05-29 04:03:50"
"166","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0279265675457","2018-05-29 04:03:52"
"167","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0166720171776","2018-05-29 04:03:53"
"168","nodo_prueba_ADC","voltaje_potenciometro_externo","0.957056994087","2018-05-29 04:03:56"
"169","nodo_prueba_ADC","voltaje_potenciometro_externo","2.99934601776","2018-05-29 04:03:58"
"170","nodo_prueba_ADC","voltaje_potenciometro_externo","2.08536649768","2018-05-29 04:04:10"
"171","nodo_prueba_ADC","voltaje_potenciometro_externo","1.78113362564","2018-05-29 04:04:10"
"172","nodo_prueba_ADC","voltaje_potenciometro_externo","0.151929277412","2018-05-29 04:04:18"
"173","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0873744591921","2018-05-29 04:04:19"
"174","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0967240448861","2018-05-29 04:04:21"
"175","nodo_prueba_ADC","voltaje_potenciometro_externo","0.117598190021","2018-05-29 04:04:22"
"176","nodo_prueba_ADC","voltaje_potenciometro_externo","0.140238420992","2018-05-29 04:04:23"
"177","nodo_prueba_ADC","voltaje_potenciometro_externo","0.359672946891","2018-05-29 04:04:25"
"178","nodo_prueba_ADC","voltaje_potenciometro_externo","3.61304981864","2018-05-29 04:04:27"
"181","nodo_prueba_ADC","voltaje_sensor_corriente","2.58980603097","2018-05-29 04:05:49"
"182","nodo_prueba_ADC","voltaje_potenciometro","3.62001164198","2018-05-29 04:18:33"
"183","nodo_prueba_ADC","voltaje_potenciometro_externo","0.127619520142","2018-05-29 04:18:35"
"184","nodo_prueba_ADC","voltaje_sensor_corriente","2.56693155371","2018-05-29 04:18:35"
"187","nodo_prueba_ADC","voltaje_sensor_corriente","2.84048114306","2018-05-29 04:18:44"
"189","nodo_prueba_ADC","voltaje_sensor_corriente","2.56695539557","2018-05-29 04:18:47"
"190","nodo_prueba_ADC","voltaje_potenciometro","3.64878697977","2018-05-29 04:25:42"
"191","nodo_prueba_ADC","voltaje_potenciometro_externo","0.0234323767939","2018-05-29 04:25:44"
"192","nodo_prueba_ADC","voltaje_sensor_corriente","2.62055785901","2018-05-29 04:25:45"
"215","nodo_prueba_ADC","voltaje_sensor_corriente","2.56591767858","2018-05-29 04:26:59"
"216","nodo_prueba_ADC","voltaje_potenciometro_externo","0.00213027025822","2018-05-29 04:27:46"
"217","nodo_prueba_ADC","voltaje_potenciometro","3.69430526427","2018-05-29 04:20:11"
"218","nodo_prueba_ADC","voltaje_potenciometro_externo","1.60367865606","2018-05-29 04:20:11"
"219","nodo_prueba_ADC","voltaje_sensor_corriente","2.61404068637","2018-05-29 04:20:11"
"220","nodo_prueba_ADC","voltaje_sensor_corriente","2.67015012147","2018-05-29 04:20:54"
"221","nodo_prueba_ADC","voltaje_potenciometro_externo","1.61467988666","2018-05-29 04:21:16"
"222","nodo_prueba_ADC","voltaje_potenciometro","3.69923039666","2018-05-29 04:27:18"
"223","nodo_prueba_ADC","voltaje_potenciometro_externo","1.61060173638","2018-05-29 04:27:19"
"224","nodo_prueba_ADC","voltaje_sensor_corriente","2.61075766215","2018-05-29 04:27:20"
"225","nodo_prueba_ADC","voltaje_potenciometro","3.61806972242","2018-05-29 04:27:26"
"226","nodo_prueba_ADC","voltaje_potenciometro_externo","1.66504343331","2018-05-29 04:27:29"
"227","nodo_prueba_ADC","voltaje_potenciometro","3.62704797114","2018-05-29 04:27:35"
"228","nodo_prueba_ADC","voltaje_potenciometro_externo","1.68892880546","2018-05-29 04:27:36"
"229","nodo_prueba_ADC","voltaje_potenciometro","3.69530006591","2018-05-29 04:27:39"
"230","nodo_prueba_ADC","voltaje_potenciometro","3.62974508163","2018-05-29 04:27:48"
"231","nodo_prueba_ADC","voltaje_potenciometro","3.6868600472","2018-05-29 04:28:40"
"232","nodo_prueba_ADC","voltaje_potenciometro_externo","1.65738840787","2018-05-29 04:28:41"
"233","nodo_prueba_ADC","voltaje_sensor_corriente","2.61113495959","2018-05-29 04:28:41"
"234","nodo_prueba_ADC","voltaje_sensor_corriente","2.72969755288","2018-05-29 04:28:52"
"235","nodo_prueba_ADC","voltaje_sensor_corriente","2.66321333208","2018-05-29 04:28:53"
"236","nodo_prueba_ADC","voltaje_sensor_corriente","2.64152021903","2018-05-29 04:28:56"
"237","nodo_prueba_ADC","voltaje_sensor_corriente","2.66495557606","2018-05-29 04:29:03"
"238","nodo_prueba_ADC","voltaje_sensor_corriente","2.70126255766","2018-05-29 04:29:05"
"239","nodo_prueba_ADC","voltaje_sensor_corriente","2.72672626099","2018-05-29 04:29:06"
"240","nodo_prueba_ADC","voltaje_sensor_corriente","2.74100455535","2018-05-29 04:29:07"
"241","nodo_prueba_ADC","voltaje_sensor_corriente","2.75784763787","2018-05-29 04:29:08"
"242","nodo_prueba_ADC","voltaje_sensor_corriente","2.77346286457","2018-05-29 04:29:10"
"243","nodo_prueba_ADC","voltaje_sensor_corriente","2.64918299308","2018-05-29 04:29:11"
"244","nodo_prueba_ADC","voltaje_sensor_corriente","2.63647110897","2018-05-29 04:29:12"
"245","nodo_prueba_ADC","voltaje_sensor_corriente","2.59301454938","2018-05-29 04:29:26"
"246","nodo_prueba_ADC","voltaje_potenciometro","3.699","2018-05-29 04:35:48"
"247","nodo_prueba_ADC","voltaje_potenciometro_externo","1.608","2018-05-29 04:35:49"
"248","nodo_prueba_ADC","voltaje_sensor_corriente","2.593","2018-05-29 04:35:50"
"249","nodo_prueba_ADC","voltaje_potenciometro_externo","0.783","2018-05-29 04:35:55"
"250","nodo_prueba_ADC","voltaje_potenciometro_externo","1.511","2018-05-29 04:35:59"
"251","nodo_prueba_ADC","voltaje_potenciometro_externo","2.669","2018-05-29 04:36:02"
"252","nodo_prueba_ADC","voltaje_potenciometro","2.936","2018-05-29 04:36:07"
"253","nodo_prueba_ADC","voltaje_sensor_corriente","2.76","2018-05-29 04:36:12"
"254","nodo_prueba_ADC","voltaje_sensor_corriente","2.646","2018-05-29 04:36:13"
"255","nodo_prueba_ADC","voltaje_sensor_corriente","2.594","2018-05-29 04:36:17"
"256","nodo_prueba_ADC","voltaje_sensor_corriente","2.79","2018-05-29 04:36:20"
"257","nodo_prueba_ADC","voltaje_sensor_corriente","2.648","2018-05-29 04:36:21"
"258","nodo_prueba_ADC","voltaje_sensor_corriente","2.595","2018-05-29 04:36:24"
"259","nodo_prueba_ADC","voltaje_potenciometro","2.937","2018-05-29 04:37:38"
"260","nodo_prueba_ADC","voltaje_LDR","0.647","2018-05-29 04:37:38"
"261","nodo_prueba_ADC","voltaje_potenciometro_externo","2.669","2018-05-29 04:37:40"
"262","nodo_prueba_ADC","voltaje_sensor_corriente","2.594","2018-05-29 04:37:40"
"263","nodo_prueba_ADC","voltaje_LDR","0.876","2018-05-29 04:37:50"
"264","nodo_prueba_ADC","voltaje_LDR","0.647","2018-05-29 04:37:51"
"265","nodo_prueba_ADC","voltaje_LDR","0.879","2018-05-29 04:37:56"
"266","nodo_prueba_ADC","voltaje_sensor_corriente","2.648","2018-05-29 04:37:57"
"267","nodo_prueba_ADC","voltaje_sensor_corriente","2.592","2018-05-29 04:38:03"
"268","nodo_prueba_ADC","voltaje_sensor_corriente","2.651","2018-05-29 04:38:04"
"269","nodo_prueba_ADC","voltaje_sensor_corriente","2.593","2018-05-29 04:38:09"
"270","nodo_prueba_ADC","voltaje_sensor_corriente","2.661","2018-05-29 04:38:14"
"271","nodo_prueba_ADC","voltaje_sensor_corriente","2.646","2018-05-29 04:38:15"
"272","nodo_prueba_ADC","voltaje_sensor_corriente","2.662","2018-05-29 04:38:17"
"273","nodo_prueba_ADC","voltaje_sensor_corriente","2.675","2018-05-29 04:38:18"
"274","nodo_prueba_ADC","voltaje_sensor_corriente","2.598","2018-05-29 04:38:19"
"275","nodo_prueba_ADC","voltaje_sensor_corriente","2.771","2018-05-29 04:38:24"
"276","nodo_prueba_ADC","voltaje_sensor_corriente","2.646","2018-05-29 04:38:25"
"277","nodo_prueba_ADC","voltaje_sensor_corriente","2.6","2018-05-29 04:38:26"
"278","nodo_prueba_ADC","voltaje_sensor_corriente","2.755","2018-05-29 04:38:33"
"279","nodo_prueba_ADC","voltaje_sensor_corriente","2.601","2018-05-29 04:38:36"
"280","nodo_prueba_ADC","voltaje_LDR","0.646","2018-05-29 04:38:43"
"281","nodo_prueba_ADC","voltaje_LDR","0.863","2018-05-29 04:38:47"
"282","nodo_prueba_ADC","voltaje_LDR","0.642","2018-05-29 04:38:48"
"283","nodo_prueba_ADC","voltaje_potenciometro_externo","2.295","2018-05-29 04:38:50"
"284","nodo_prueba_ADC","voltaje_potenciometro_externo","0.937","2018-05-29 04:38:51"
"285","nodo_prueba_ADC","voltaje_potenciometro_externo","0.641","2018-05-29 04:38:53"
"286","nodo_prueba_ADC","voltaje_potenciometro_externo","0.283","2018-05-29 04:38:55"
"287","nodo_prueba_ADC","voltaje_potenciometro_externo","2.929","2018-05-29 04:38:58"
"288","nodo_prueba_ADC","voltaje_LDR","0.898","2018-05-29 04:39:02"
"289","nodo_prueba_ADC","voltaje_sensor_corriente","2.686","2018-05-29 04:39:04"
"290","nodo_prueba_ADC","voltaje_sensor_corriente","2.6","2018-05-29 04:39:05"
"291","nodo_prueba_ADC","voltaje_sensor_corriente","2.659","2018-05-29 04:39:11"
"292","nodo_prueba_ADC","voltaje_sensor_corriente","2.685","2018-05-29 04:39:13"
"293","nodo_prueba_ADC","voltaje_sensor_corriente","2.597","2018-05-29 04:39:14"
"294","nodo_prueba_ADC","voltaje_sensor_corriente","2.669","2018-05-29 04:39:15"
"295","nodo_prueba_ADC","voltaje_sensor_corriente","2.686","2018-05-29 04:39:16"
"296","nodo_prueba_ADC","voltaje_sensor_corriente","2.6","2018-05-29 04:39:17"
"297","nodo_prueba_ADC","voltaje_LDR","0.66","2018-05-29 04:39:19"
"298","nodo_prueba_ADC","voltaje_LDR","3.047","2018-05-29 04:39:22"
"299","nodo_prueba_ADC","voltaje_LDR","0.896","2018-05-29 04:39:26"
"300","nodo_prueba_ADC","voltaje_LDR","0.639","2018-05-29 04:39:27"
"301","nodo_prueba_ADC","voltaje_potenciometro_externo","1.149","2018-05-29 04:39:33"
"302","nodo_prueba_ADC","voltaje_potenciometro","1.39","2018-05-29 04:39:37"
"303","nodo_prueba_ADC","voltaje_potenciometro","0","2018-05-29 04:39:41"
"304","nodo_prueba_ADC","voltaje_potenciometro","1.244","2018-05-29 04:39:43"
"305","nodo_prueba_ADC","voltaje_potenciometro","1.446","2018-05-29 04:39:46"
"306","nodo_prueba_ADC","voltaje_potenciometro","3.638","2018-05-29 04:39:47"
"307","nodo_prueba_ADC","voltaje_potenciometro_externo","0.082","2018-05-29 04:39:51"
"308","nodo_prueba_ADC","voltaje_LDR","2.359","2018-05-29 04:39:56"
"309","nodo_prueba_ADC","voltaje_LDR","0.687","2018-05-29 04:39:57"
"310","nodo_prueba_ADC","voltaje_potenciometro_externo","1.835","2018-05-29 04:40:04"
"311","nodo_prueba_ADC","voltaje_LDR","0.962","2018-05-29 04:40:05"
"312","nodo_prueba_ADC","voltaje_LDR","0.645","2018-05-29 04:40:07"
"313","nodo_prueba_ADC","voltaje_LDR","0.954","2018-05-29 04:40:09"
"314","nodo_prueba_ADC","voltaje_sensor_corriente","2.657","2018-05-29 04:40:10"
"315","nodo_prueba_ADC","voltaje_sensor_corriente","2.679","2018-05-29 04:40:11"
"316","nodo_prueba_ADC","voltaje_sensor_corriente","2.601","2018-05-29 04:40:12"
"317","nodo_prueba_ADC","voltaje_LDR","0.646","2018-05-29 04:40:27"
"318","nodo_prueba_ADC","voltaje_LDR","2.778","2018-05-29 04:40:31"
"319","nodo_prueba_ADC","voltaje_LDR","0.656","2018-05-29 04:40:34"
"320","nodo_prueba_ADC","voltaje_potenciometro_externo","0.018","2018-05-29 04:40:39"
"321","nodo_prueba_ADC","voltaje_potenciometro_externo","1.416","2018-05-29 04:40:44"
"322","nodo_prueba_ADC","voltaje_potenciometro_externo","3.012","2018-05-29 04:40:45"
"323","nodo_prueba_ADC","voltaje_LDR","0.889","2018-05-29 04:40:49"
"324","nodo_prueba_ADC","voltaje_sensor_corriente","2.747","2018-05-29 04:40:49"
"325","nodo_prueba_ADC","voltaje_sensor_corriente","2.648","2018-05-29 04:40:50"
"326","nodo_prueba_ADC","voltaje_sensor_corriente","2.675","2018-05-29 04:40:52"
"327","nodo_prueba_ADC","voltaje_sensor_corriente","2.598","2018-05-29 04:40:54"
"328","nodo_prueba_ADC","voltaje_LDR","0.648","2018-05-29 04:40:56"
"329","nodo_prueba_ADC","voltaje_LDR","0.859","2018-05-29 04:40:59"
"330","nodo_prueba_ADC","voltaje_LDR","1.257","2018-05-29 04:41:00"
"331","nodo_prueba_ADC","voltaje_LDR","0.642","2018-05-29 04:41:01"
"332","nodo_prueba_ADC","voltaje_LDR","0.911","2018-05-29 04:41:07"
"333","nodo_prueba_ADC","voltaje_potenciometro","2.926","2018-05-29 04:41:09"
"334","nodo_prueba_ADC","voltaje_LDR","0.671","2018-05-29 04:41:09"
